scheme_id,scheme_name,duration,nav,change,date
41759,Nippon India Nifty 50 Value 20 Index FundFactor,-,₹19.09,-0.21%,2025-05-16
41772,Bandhan Floating Rate FundFloater,-,₹13.13,0.11%,2025-05-16
41780,UTI Nifty200 Momentum 30 Index FundFactor,4 yrs 1 m,₹21.22,0.13%,2025-05-16
41783,Mahindra Manulife Short Duration FundShort Duration,-,₹13.24,0.09%,2025-05-16
41791,HSBC Global Equity Climate Change FoFInternational,-,₹10.91,0.26%,2025-05-16
41795,Kotak Nifty Next 50 Index FundLarge Cap Index,4 yrs,₹19.48,1.29%,2025-05-16
41802,Motilal Oswal Asset Allocation Passive FoF - AggressiveHybrid FoF,-,₹17.58,0.44%,2025-05-16
41804,Motilal Oswal Asset Allocation Passive FoF - ConservativeHybrid FoF,-,₹15.87,0.33%,2025-05-16
41807,Invesco India ESG Integration Strategy FundThematic-ESG,-,₹18.68,0.11%,2025-05-16
41811,Mirae Asset Corporate Bond FundCorporate Bond,-,₹13.01,0.15%,2025-05-16
41820,SBI US Specific Equity Active FoFInternational,-,₹17.47,0.34%,2025-05-16
41824,DSP Floater FundFloater,-,₹13.35,0.09%,2025-05-16
41844,Bandhan CRISIL IBX Gilt June 2027 Index FundTarget Maturity,-,₹12.94,0.1%,2025-05-16
41848,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index FundTarget Maturity,-,₹12.96,0.04%,2025-05-16
41840,Bandhan CRISIL IBX Gilt April 2028 Index FundTarget Maturity,-,₹13.04,0.07%,2025-05-16
41857,Aditya Birla Sun Life Nifty Smallcap 50 Index FundSmall Cap Index,2 yrs 1 m,₹20.5,1.68%,2025-05-16
41853,Aditya Birla Sun Life Nifty Midcap 150 Index FundMid Cap Index,2 yrs 10 m,₹23.62,0.86%,2025-05-16
41867,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOFFactor,-,₹18.18,0.23%,2025-05-16
41881,TRUSTMF Liquid FundLiquid,-,"₹1,267.49",0.02%,2025-05-18
41899,Mirae Asset NYSE FANG+ ETF FoFInternational Index,1 yrs 5 m,₹29.23,1.17%,2025-05-16
41926,Canara Robeco Focused Equity FundFocused,3 yrs 11 m,₹20.67,0.24%,2025-05-16
41918,Quant Quantamental FundThematic,2 yrs 9 m,₹23.86,0.91%,2025-05-16
41922,Baroda BNP Paribas Aqua FoFInternational,-,₹13.43,0.94%,2025-05-15
41930,HDFC Multi-Asset Active FoFHybrid FoF,-,₹18.84,0.22%,2025-05-16
41934,Aditya Birla Sun Life Multi-Cap FundMulti Cap,4 yrs,₹20.09,0.3%,2025-05-16
41952,Parag Parikh Conservative Hybrid FundConservative Hybrid,-,₹15.2,0.25%,2025-05-16
41960,SBI Nifty Next 50 Index FundLarge Cap Index,-,₹18.45,1.29%,2025-05-16
41964,Axis Global Innovation FoFInternational,-,₹14.2,0.64%,2025-05-16
41968,Tata Dividend Yield FundDividend Yield,-,₹18.91,0.94%,2025-05-16
41973,Aditya Birla Sun Life Nifty 50 Equal Weight Index FundFactor,-,₹17.99,0.05%,2025-05-16
41985,Kotak Nifty 50 Index FundLarge Cap Index,-,₹16.36,-0.12%,2025-05-16
41989,Bank of India Bluechip FundLarge Cap,-,₹16.47,0.49%,2025-05-16
41993,ICICI Prudential Flexicap FundFlexi Cap,-,₹19.19,0.52%,2025-05-16
41997,Axis Quant FundQuant,-,₹16.49,-0.06%,2025-05-16
42001,HDFC Banking & Financial Services FundSectoral-Banking,-,₹17.67,0.02%,2025-05-16
42012,Tata Floating Rate FundFloater,-,₹12.95,0.11%,2025-05-16
42019,Invesco India Medium Duration FundMedium Duration,-,"₹1,280.71",0.12%,2025-05-16
42045,PGIM India Small Cap FundSmall Cap,-,₹16.25,0.74%,2025-05-16
42042,Navi Nifty 50 Index FundLarge Cap Index,-,₹16.25,-0.12%,2025-05-16
42056,Axis Floater FundFloater,-,"₹1,328.44",0.16%,2025-05-16
42049,Tata Business Cycle FundBusiness Cycle,2 yrs 10 m,₹19.69,0.35%,2025-05-16
42063,Kotak Global Innovation FoFInternational,-,₹10.91,0.26%,2025-05-15
42074,TRUSTMF Short Duration FundShort Duration,-,"₹1,271.07",0.12%,2025-05-16
42088,Bandhan US Equity FoFInternational,2 yrs 11 m,₹15.91,0.7%,2025-05-16
42084,Nippon India Flexi Cap FundFlexi Cap,-,₹17.25,0.47%,2025-05-16
42093,Canara Robeco Value FundValue Oriented,2 yrs 10 m,₹19.14,0.37%,2025-05-16
42101,Mahindra Manulife Flexi Cap FundFlexi Cap,-,₹17.17,0.2%,2025-05-16
42097,UTI Focused FundFocused,-,₹16.24,0.21%,2025-05-16
42104,HDFC NIFTY50 Equal Weight Index FundFactor,-,₹17.59,0.05%,2025-05-16
42111,Mirae Asset Money Market FundMoney Market,-,"₹1,268.3",0.04%,2025-05-16
42117,Union Money Market FundMoney Market,-,"₹1,256.51",0.03%,2025-05-16
42123,SBI Balanced Advantage FundDynamic Asset Allocation,-,₹15.84,0.07%,2025-05-16
42139,Baroda BNP Paribas Business Cycle FundBusiness Cycle,-,₹16.24,0.25%,2025-05-16
42156,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOFEquity FoF,-,₹15.05,0.11%,2025-05-16
42164,Axis Value FundValue Oriented,2 yrs 10 m,₹18.96,0.58%,2025-05-16
42172,Mirae Asset S&P 500 Top 50 ETF FoFInternational Index,2 yrs 1 m,₹19.92,1.88%,2025-05-16
42175,Kotak Multicap FundMulti Cap,2 yrs 9 m,₹19.5,0.82%,2025-05-16
42182,HDFC Developed World Equity Passive FoFInternational,-,₹15.19,0.36%,2025-05-16
42193,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index FundTarget Maturity,-,₹12.32,0.07%,2025-05-16
42197,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index FundTarget Maturity,-,₹12.41,0.16%,2025-05-16
42211,ICICI Prudential NASDAQ 100 Index FundInternational Index,2 yrs 4 m,₹15.99,0.42%,2025-05-16
42226,Motilal Oswal 5 Year G-Sec FoFMedium Duration,-,₹12.53,0.11%,2025-05-16
42229,Mahindra Manulife Asia Pacific REITs FoFInternational,-,₹8.92,0.73%,2025-05-16
42233,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FoFTarget Maturity,-,₹12.19,0.16%,2025-05-16
42237,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 IndexTarget Maturity,-,₹12.4,0.1%,2025-05-16
42243,Edelweiss Nifty 100 Quality 30 Index FundFactor,-,₹14.49,0.58%,2025-05-16
42240,Edelweiss Nifty 50 Index FundLarge Cap Index,-,₹14.59,-0.12%,2025-05-16
42254,ICICI Prudential Nifty Smallcap 250 Index FundSmall Cap Index,2 yrs 10 m,₹16.81,1.53%,2025-05-16
42265,HDFC NIFTY Next 50 Index FundLarge Cap Index,-,₹15.74,1.29%,2025-05-16
42262,Aditya Birla Sun Life NASDAQ 100 FOFInternational Index,2 yrs 4 m,₹15.02,0.12%,2025-05-16
42275,LIC MF Balanced Advantage FundDynamic Asset Allocation,-,₹14.6,0.42%,2025-05-16
42283,PGIM India Global Select Real Estate Securities FoFInternational,-,₹10.89,0.83%,2025-05-16
42279,Aditya Birla Sun Life Business Cycle FundBusiness Cycle,-,₹15.64,0.19%,2025-05-16
42287,Bandhan Multi Cap FundMulti Cap,-,₹17.67,0.33%,2025-05-16
42295,360 ONE Quant FundQuant,2 yrs 1 m,₹19.91,0.8%,2025-05-16
42303,Nippon India Taiwan Equity FundInternational,2 yrs 6 m,₹12.13,0.49%,2025-05-16
42309,Edelweiss NIFTY Large Mid Cap 250 Index FundLarge & MidCap Index,-,₹16.58,0.5%,2025-05-16
42317,ICICI Prudential BSE 500 ETF FOFEquity FoF,-,₹15.65,0.65%,2025-05-16
42313,Quant Value FundValue Oriented,2 yrs 9 m,₹20.32,0.92%,2025-05-16
42335,Tata Corporate Bond FundCorporate Bond,-,₹12.63,0.14%,2025-05-16
42329,HDFC Multi Cap FundMulti Cap,2 yrs 10 m,₹19.31,0.36%,2025-05-16
42325,Axis Nifty 50 Index FundLarge Cap Index,-,₹14.97,-0.11%,2025-05-16
42343,Mirae Asset Hang Seng TECH ETF FoFInternational Index,2 yrs 6 m,₹12.01,0.13%,2025-05-16
42350,Axis Multicap FundMulti Cap,2 yrs 10 m,₹18.06,0.61%,2025-05-16
42358,ICICI Prudential Nifty Midcap 150 Index FundMid Cap Index,2 yrs 10 m,₹18.66,0.86%,2025-05-16
42365,BHARAT Bond ETF FOF - April 2032Target Maturity,-,₹12.7,0.32%,2025-05-16
42386,Mahindra Manulife Balanced Advantage FundDynamic Asset Allocation,-,₹15.11,0.45%,2025-05-16
42397,ICICI Prudential Passive Multi-Asset FoFHybrid FoF,-,₹15,0.26%,2025-05-16
42400,Samco Flexi Cap FundFlexi Cap,-,₹10.81,1.69%,2025-05-16
42402,Navi Nifty Next 50 Index FundLarge Cap Index,-,₹15.85,1.29%,2025-05-16
42411,Axis Nifty Next 50 Index FundLarge Cap Index,-,₹16.49,1.29%,2025-05-16
42415,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index FundTarget Maturity,-,₹12.22,0.07%,2025-05-16
42452,Nippon India Silver ETF FoFGold/ Precious Metals,-,₹14.87,0.84%,2025-05-16
42465,Mirae Asset Nifty India Manufacturing ETF FoFEquity FoF,2 yrs 10 m,₹18.1,0.72%,2025-05-16
42478,ICICI Prudential Silver ETF FoFGold/ Precious Metals,-,₹14.97,0.67%,2025-05-16
42474,Aditya Birla Sun Life Silver ETF FoFGold/ Precious Metals,-,₹15.17,0.6%,2025-05-16
42469,Invesco India Flexi Cap FundFlexi Cap,2 yrs 10 m,₹19.2,0.26%,2025-05-16
42482,Aditya Birla Sun Life Nifty SDL Apr 2027 Index FundTarget Maturity,-,₹12.35,0.08%,2025-05-16
42490,ICICI Prudential Strategic Metal and Energy Equity FoFInternational,-,₹16.68,-0.04%,2025-05-16
42501,TRUSTMF Overnight FundOvernight,-,"₹1,217.83",0.02%,2025-05-18
42493,UTI BSE Sensex Index FundLarge Cap Index,-,₹14.66,-0.18%,2025-05-16
42496,Motilal Oswal Nifty 200 Momentum 30 Index FundFactor,-,₹15.34,0.13%,2025-05-16
42498,Navi Nifty Bank Index FundOther Equity Index,-,₹14.48,0.16%,2025-05-16
42509,DSP Global Innovation FoFInternational,2 yrs 6 m,₹15.8,-0.08%,2025-05-15
42505,Kotak Manufacture in India FundThematic,-,₹19.13,0.57%,2025-05-16
42527,Aditya Birla Sun Life Nifty Next 50 Index FundLarge Cap Index,-,₹16.55,1.28%,2025-05-16
42531,Bandhan Nifty 100 Index FundLarge Cap Index,-,₹15.15,0.12%,2025-05-16
42535,Axis Equity ETFs FoFEquity FoF,-,₹15.01,0.51%,2025-05-16
42539,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index FundTarget Maturity,-,₹12.26,0.08%,2025-05-16
42546,HDFC Nifty 100 Index FundLarge Cap Index,-,₹15.09,0.12%,2025-05-16
42548,HDFC NIFTY 100 Equal Weight Index FundFactor,-,₹16.3,0.7%,2025-05-16
42543,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index FundTarget Maturity,-,₹12.87,0.46%,2025-05-16
42551,Axis CRISIL IBX SDL May 2027 Index FundTarget Maturity,-,₹12.25,0.08%,2025-05-16
42559,ICICI Prudential Nifty Bank Index FundOther Equity Index,-,₹15.83,0.16%,2025-05-16
42563,SBI Multicap FundMulti Cap,-,₹17.07,-0.11%,2025-05-16
42566,UTI BSE Low Volatility Index FundFactor,-,₹16.7,-0.03%,2025-05-16
42576,Navi Nifty Midcap 150 Index FundMid Cap Index,2 yrs 10 m,₹19.79,0.86%,2025-05-16
42573,Axis Nifty Smallcap 50 Index FundSmall Cap Index,2 yrs 1 m,₹17.79,1.68%,2025-05-16
42595,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index FundTarget Maturity,-,₹12.06,0.03%,2025-05-16
42610,Motilal Oswal BSE Low Volatility Index FundFactor,-,₹16.58,-0.03%,2025-05-16
42613,Axis Nifty Midcap 50 Index FundMid Cap Index,2 yrs 9 m,₹19.45,0.7%,2025-05-16
42646,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index FundTarget Maturity,-,₹12.46,0.1%,2025-05-16
42642,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index FundTarget Maturity,-,₹12.46,0.1%,2025-05-16
42673,Invesco India - Invesco EQQQ NASDAQ-100 ETF FoFInternational Index,2 yrs 4 m,₹17.13,0.19%,2025-05-16
42676,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index FundTarget Maturity,-,₹12.15,0.1%,2025-05-16
42684,ICICI Prudential Nifty SDL Sep 2027 Index FundTarget Maturity,-,₹12.31,0.17%,2025-05-16
42693,Mirae Asset Nifty SDL Jun 2027 Index FundTarget Maturity,-,₹12.27,0.08%,2025-05-16
42708,UTI Nifty Midcap 150 Quality 50 Index FundFactor,-,₹14.3,1.08%,2025-05-16
42705,ICICI Prudential Housing Opportunities FundThematic,-,₹17.64,0.51%,2025-05-16
42711,Tata Nifty India Digital ETF FoFEquity FoF,-,₹14.27,-0.04%,2025-05-16
42715,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index FundTarget Maturity,-,₹12.44,0.19%,2025-05-16
42719,Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Index FundTarget Maturity,-,₹12.17,0.09%,2025-05-16
42753,Edelweiss Focused FundFocused,-,₹17.14,0.12%,2025-05-16
42757,Mirae Asset Balanced Advantage FundDynamic Asset Allocation,-,₹14.47,0.17%,2025-05-16
42761,Baroda BNP Paribas Flexi Cap FundFlexi Cap,-,₹15.87,0.14%,2025-05-16
42765,DSP Nifty Midcap 150 Quality 50 Index FundFactor,-,₹14.72,1.08%,2025-05-16
42769,WhiteOak Capital Flexi Cap FundFlexi Cap,-,₹17.59,0.41%,2025-05-16
42775,Union Gilt FundGilt,-,₹12.61,0.17%,2025-05-16
42786,Bandhan Midcap FundMid Cap,-,₹17.31,0.44%,2025-05-16
42782,Aditya Birla Sun Life Long Duration FundLong Duration,-,₹13.21,0.21%,2025-05-16
42790,Quantum Nifty 50 ETF FoFEquity FoF,-,₹14.68,-0.08%,2025-05-16
42796,Motilal Oswal BSE Financials ex Bank 30 Index FundOther Equity Index,-,₹16.63,0.48%,2025-05-16
42818,UTI Gilt Fund with 10 year Constant DurationGilt with 10 year Constant Duration,-,₹12.88,0.09%,2025-05-16
42811,Quant Large Cap FundLarge Cap,-,₹15.27,0.58%,2025-05-16
42825,ICICI Prudential Nifty 200 Momentum 30 Index FundFactor,-,₹16.68,0.13%,2025-05-16
42857,Nippon India Nifty Alpha Low Volatility 30 Index FundFactor,-,₹16.04,-0.13%,2025-05-16
42853,LIC MF Money Market FundMoney Market,-,"₹1,194.27",0.04%,2025-05-16
42849,ICICI Prudential Nifty IT Index FundOther Equity Index,-,₹13.15,-0.84%,2025-05-16
42876,Canara Robeco Banking and PSU Debt FundBanking and PSU,-,₹12.14,0.1%,2025-05-16
42866,TRUSTMF Money Market FundMoney Market,-,"₹1,216.19",0.04%,2025-05-16
42881,Navi Nifty India Manufacturing Index FundOther Equity Index,-,₹17.2,0.84%,2025-05-16
42887,Motilal Oswal BSE Enhanced Value Index FundFactor,2 yrs,₹24.7,0.65%,2025-05-16
42884,Motilal Oswal BSE Quality Index FundFactor,-,₹16.99,1.31%,2025-05-16
42891,Tata Housing Opportunities FundThematic,-,₹15.34,0.49%,2025-05-16
42895,ICICI Prudential PSU Equity FundThematic-PSU,2 yrs 1 m,₹21.29,0.9%,2025-05-16
42899,Franklin India Balanced Advantage FundDynamic Asset Allocation,-,₹14.91,0.15%,2025-05-16
42907,JM Short Duration FundShort Duration,-,₹12.27,0.12%,2025-05-16
42931,WhiteOak Capital ELSS Tax Saver FundELSS,-,₹17.73,0.37%,2025-05-16
42927,WhiteOak Capital Mid Cap FundMid Cap,2 yrs 1 m,₹18.97,0.5%,2025-05-16
42940,Bandhan Nifty200 Momentum 30 Index FundFactor,-,₹15.69,0.13%,2025-05-16
42936,Union Retirement FundRetirement Solutions,-,₹15.79,0.32%,2025-05-16
42948,Sundaram Flexi Cap FundFlexi Cap,-,₹15.06,0.09%,2025-05-16
42944,Edelweiss Gold and Silver ETF FoFGold/ Precious Metals,-,₹17.19,0.98%,2025-05-16
42969,Axis Silver FoFGold/ Precious Metals,-,₹16.73,0.28%,2025-05-16
42977,Kotak Business Cycle FundBusiness Cycle,-,₹16.28,0.65%,2025-05-16
42995,Samco Overnight FundOvernight,-,"₹1,177.85",0.01%,2025-05-18
42988,Bandhan Nifty100 Low Volatility 30 Index FundFactor,-,₹15.51,-0.09%,2025-05-16
42992,ICICI Prudential Nifty50 Equal Weight Index FundFactor,-,₹16.2,0.05%,2025-05-16
43006,ICICI Prudential Nifty Auto Index FundOther Equity Index,2 yrs 1 m,₹19.12,0.62%,2025-05-16
43010,Aditya Birla Sun Life Nifty SDL Sep 2025 Index FundTarget Maturity,-,₹12.05,0.02%,2025-05-16
43015,Motilal Oswal Gold and Silver ETFs FoFGold/ Precious Metals,-,₹17.2,0.67%,2025-05-16
43033,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index FundTarget Maturity,-,₹13.06,0.27%,2025-05-16
43029,SBI Nifty Midcap 150 Index FundMid Cap Index,-,₹18.19,0.86%,2025-05-16
43025,SBI Nifty Smallcap 250 Index FundSmall Cap Index,-,₹17.86,1.53%,2025-05-16
43037,SBI CRISIL IBX Gilt Index - June 2036 FundTarget Maturity,-,₹13.03,0.12%,2025-05-16
43049,Tata CRISIL-IBX Gilt Index - April 2026 Index FundTarget Maturity,-,₹12.15,0.06%,2025-05-16
43045,Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index FundTarget Maturity,-,₹12.48,0.11%,2025-05-16
43041,Aditya Birla Sun Life CRISIL IBX Gilt-April 2026 Index FundTarget Maturity,-,₹12.13,0.06%,2025-05-16
43053,Aditya Birla Sun Life Multi - Index FoFHybrid FoF,-,₹15.55,0.56%,2025-05-16
43065,ICICI Prudential Transportation and Logistics FundThematic,2 yrs 1 m,₹18.79,0.8%,2025-05-16
43057,SBI CRISIL IBX Gilt Index - April 2029 FundTarget Maturity,-,₹12.57,0.12%,2025-05-16
43061,SBI CRISIL IBX SDL Index - September 2027 FundTarget Maturity,-,₹12.32,0.17%,2025-05-16
43069,Bandhan Transportation and Logistics FundThematic,-,₹17.65,0.72%,2025-05-16
43073,LIC MF Multi Cap FundMulti Cap,-,₹17.23,0.59%,2025-05-16
43084,UTI Gold ETF FoFGold/ Precious Metals,-,₹18.06,0.64%,2025-05-16
43081,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index FundTarget Maturity,-,₹12.3,0.09%,2025-05-16
43087,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index FundTarget Maturity,-,₹12.39,0.15%,2025-05-16
43091,ICICI Prudential Nifty SDL Dec 2028 Index FundTarget Maturity,-,₹12.58,0.14%,2025-05-16
43095,ICICI Prudential Nifty G-Sec Dec 2030 Index FundTarget Maturity,-,₹12.69,0.09%,2025-05-16
43099,Tata Nifty Midcap 150 Momentum 50 Index FundFactor,-,₹17.91,0.73%,2025-05-16
43110,HDFC Silver ETF FoFGold/ Precious Metals,-,₹16.13,0.98%,2025-05-16
43107,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index FundTarget Maturity,-,₹12.11,0.07%,2025-05-16
43113,Bandhan Crisil IBX Gilt April 2026 Index FundTarget Maturity,-,₹12.11,0.05%,2025-05-16
43129,Aditya Birla Sun Life CRISIL IBX Gilt -Apr 2029 Index FundTarget Maturity,-,₹12.61,0.11%,2025-05-16
43145,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index FundTarget Maturity,-,₹12.09,0.05%,2025-05-16
43141,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index FundTarget Maturity,-,₹12.86,0.26%,2025-05-16
43149,Canara Robeco Mid Cap FundMid Cap,-,₹16.85,0.54%,2025-05-16
43153,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index FundTarget Maturity,-,₹12.42,0.1%,2025-05-16
43157,WhiteOak Capital Large Cap FundLarge Cap,-,₹15.21,0.18%,2025-05-16
43171,HDFC Business Cycle FundBusiness Cycle,-,₹14.64,0.26%,2025-05-16
43175,JM Midcap FundMid Cap,2 yrs 1 m,₹19.37,0.76%,2025-05-16
43179,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index FundTarget Maturity,-,₹12.27,0.13%,2025-05-16
43183,Axis Nifty SDL September 2026 Debt Index FundTarget Maturity,-,₹12.06,0.06%,2025-05-16
43201,Kotak Income Plus Arbitrage FOFMedium to Long Duration,-,₹12.29,0.07%,2025-05-16
43204,Samco ELSS Tax Saver FundELSS,-,₹13.54,1.88%,2025-05-16
43206,HDFC Nifty G-sec Dec 2026 IndexTarget Maturity,-,₹12.12,0.06%,2025-05-16
43208,HDFC Nifty G-Sec July 2031 IndexTarget Maturity,-,₹12.68,0.2%,2025-05-16
43223,Union Multicap FundMulti Cap,-,₹15.73,0.25%,2025-05-16
43231,Bandhan CRISIL IBX 90:10 SDL Plus Gilt- November 2026 Index FundTarget Maturity,-,₹12.1,0.06%,2025-05-16
43235,Bandhan CRISIL IBX 90:10 SDL Plus Gilt- April 2032 Index FundTarget Maturity,-,₹12.59,0.5%,2025-05-16
43227,Baroda BNP Paribas Multi Asset FundMulti Asset Allocation,-,₹15.21,0.2%,2025-05-16
43243,Mahindra Manulife Small Cap FundSmall Cap,-,₹19.2,0.46%,2025-05-16
43256,Edelweiss Nifty Midcap150 Momentum 50 Index FundMid Cap Index,-,₹17.94,0.73%,2025-05-16
43252,Edelweiss Nifty Smallcap 250 Index FundSmall Cap Index,-,₹17.01,1.53%,2025-05-16
43248,Edelweiss Nifty Next 50 Index FundLarge Cap Index,-,₹15.49,1.29%,2025-05-16
43264,Bandhan CRISIL IBX 90:10 SDL Plus Gilt-September 2027 Index FundTarget Maturity,-,₹12.2,0.18%,2025-05-16
43260,Nippon India Nifty G-Sec Sep 2027 Maturity Index FundTarget Maturity,-,₹12.08,0.09%,2025-05-16
43272,Nippon India Nifty G-Sec Jun 2036 Maturity Index FundTarget Maturity,-,₹12.75,0.11%,2025-05-16
43284,ICICI Prudential Nifty Pharma Index FundOther Equity Index,-,₹16.69,-0.08%,2025-05-16
43276,Aditya Birla Sun Life CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index FundTarget Maturity,-,₹11.93,0.05%,2025-05-16
43340,BHARAT Bond ETF FOF - April 2033Target Maturity,-,₹12.44,0.07%,2025-05-16
43352,360 ONE ELSS Tax Saver Nifty 50 Index FundELSS,-,₹14.01,-0.11%,2025-05-16
43356,Axis Long Duration FundLong Duration,-,"₹1,269.99",0.24%,2025-05-16
43373,HDFC Nifty G-Sec Sep 2032 IndexTarget Maturity,-,₹12.61,0.36%,2025-05-16
43371,HDFC Nifty G-Sec Jun 2027 IndexTarget Maturity,-,₹12.11,0.1%,2025-05-16
43376,Quant Overnight FundOvernight,-,₹11.78,0.03%,2025-05-18
43385,UTI CRISIL SDL Maturity April 2033 Index FundTarget Maturity,-,₹12.49,0.24%,2025-05-16
43394,ICICI Prudential Nifty SDL Sep 2026 Index FundTarget Maturity,-,₹11.97,0.06%,2025-05-16
43390,SBI Long Duration FundLong Duration,-,₹12.74,0.17%,2025-05-16
43398,Kotak Nifty SDL Jul 2026 Index FundTarget Maturity,-,₹11.95,0.05%,2025-05-16
43408,Quant Gilt FundGilt,-,₹12.19,0.15%,2025-05-16
43431,UTI CRISIL SDL Maturity June 2027 Index FundTarget Maturity,-,₹12.03,0.08%,2025-05-16
43448,WhiteOak Capital Balanced Advantage FundDynamic Asset Allocation,-,₹14.66,0.17%,2025-05-16
43451,Tata Nifty G-Sec Dec 2029 Index FundTarget Maturity,-,₹12.29,0.12%,2025-05-16
43463,HSBC Multi Cap FundMulti Cap,-,₹18.58,0.4%,2025-05-16
43467,Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index FundTarget Maturity,-,₹12.1,0.12%,2025-05-16
43475,Aditya Birla Sun Life Multi Asset Allocation FundMulti Asset Allocation,-,₹15.01,0.3%,2025-05-16
43471,Tata Multicap FundMulti Cap,-,₹14.31,0.25%,2025-05-16
43479,Baroda BNP Paribas Nifty SDL December 2026 Index FundTarget Maturity,-,₹11.95,0.07%,2025-05-16
43491,Tata Nifty G-Sec Dec 2026 Index FundTarget Maturity,-,₹11.94,0.07%,2025-05-16
43483,HDFC Long Duration Debt FundLong Duration,-,₹12.6,0.2%,2025-05-16
43499,TRUSTMF Corporate Bond FundCorporate Bond,-,"₹1,200.37",0.17%,2025-05-16
43503,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index FundTarget Maturity,-,₹12.5,0.28%,2025-05-16
43542,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index FundShort Duration,-,₹12.07,0.11%,2025-05-16
43546,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index FundTarget Maturity,-,₹12.06,0.12%,2025-05-16
43557,Axis Business Cycles FundBusiness Cycle,-,₹16.6,0.48%,2025-05-16
43561,Kotak Banking & Financial Services FundSectoral-Banking,-,₹15.7,0.22%,2025-05-16
43564,UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index FundTarget Maturity,-,₹11.86,0.05%,2025-05-16
43567,Mirae Asset Flexi Cap FundFlexi Cap,-,₹15.74,0.27%,2025-05-16
43571,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index FundTarget Maturity,-,₹12.44,0.44%,2025-05-16
43579,Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index FundTarget Maturity,-,₹12.03,0.13%,2025-05-16
43583,Bandhan Crisil IBX Gilt April 2032 Index FundTarget Maturity,-,₹12.47,0.25%,2025-05-16
43591,PGIM India CRISIL IBX Gilt Index - Apr 2028 FundTarget Maturity,-,₹12.06,0.07%,2025-05-16
43595,Bank of India Multi Cap FundMulti Cap,-,₹17.46,0.11%,2025-05-16
43599,Kotak Nifty SDL Jul 2033 Index FundTarget Maturity,-,₹12.42,0.25%,2025-05-16
43604,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index FundTarget Maturity,-,₹12.18,0.15%,2025-05-16
43608,Nippon India Nifty G-Sec Oct 2028 Maturity Index FundTarget Maturity,-,₹12.14,0.12%,2025-05-16
43612,HDFC MNC FundThematic-MNC,-,₹13.27,0.65%,2025-05-16
43624,Navi ELSS Tax Saver Nifty 50 Index FundELSS,-,₹14.99,-0.12%,2025-05-16
43636,SBI Dividend Yield FundDividend Yield,-,₹15.17,0.47%,2025-05-16
43627,HDFC Nifty SDL Oct 2026 Index FundTarget Maturity,-,₹11.92,0.06%,2025-05-16
43640,HSBC CRISIL IBX Gilt June 2027 Index FundTarget Maturity,-,₹11.89,0.1%,2025-05-16
43673,UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index FundTarget Maturity,-,₹12.09,0.15%,2025-05-16
43678,HDFC NIFTY G-Sec Jun 2036 Index FundTarget Maturity,-,₹12.64,0.12%,2025-05-16
43676,HDFC NIFTY G-Sec Apr 2029 Index FundTarget Maturity,-,₹12.23,0.11%,2025-05-16
43697,Aditya Birla Sun Life Nifty SDL Sep 2027 Index FundTarget Maturity,-,₹12.03,0.14%,2025-05-16
